test_id	ncbi_gene_link	gene_symbol	gene_id	gene_desc	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant	linear_fold_change	"diff_exp
Olfr972	Olfr972	Olfr972	258603	olfactory receptor 972	chr9:39873276-39874221	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Smr3a	Smr3a	Smr3a	20599	submaxillary gland androgen regulated protein 3A	chr5:88002524-88008534	pomc	nonpomc	NOTEST	0	0.019	inf	0	1.00E+00	1.00E+00	no	inf	No
Defb18	Defb18	Defb18	654460	defensin beta 18	chr1:18236472-18237443	pomc	nonpomc	NOTEST	0	0.107	inf	0	1.00E+00	1.00E+00	no	inf	No
Zp3	Zp3	Zp3	22788	zona pellucida glycoprotein 3	chr5:135980104-135988624	pomc	nonpomc	NOTEST	0	0.117	inf	0	1.00E+00	1.00E+00	no	inf	No
A4gnt	A4gnt	A4gnt	333424	"alpha-1,4-N-acetylglucosaminyltransferase"	chr9:99612501-99622367	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
Vmn2r83	Vmn2r83	Vmn2r83	625029	"vomeronasal 2, receptor 83"	chr10:79468957-79492154	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
2610528A11Rik	2610528A11Rik	2610528A11Rik	70045	RIKEN cDNA 2610528A11 gene	chr14:37102139-37110101	pomc	nonpomc	NOTEST	0	0.326	inf	0	1.00E+00	1.00E+00	no	inf	No
H2-M1	H2-M1	H2-M1	224756	"histocompatibility 2, M region locus 1"	chr17:36670007-36672197	pomc	nonpomc	NOTEST	0	0.008	inf	0	1.00E+00	1.00E+00	no	inf	No
2610528J11Rik	2610528J11Rik	2610528J11Rik	66451	RIKEN cDNA 2610528J11 gene	chr4:118527274-118530217	pomc	nonpomc	NOTEST	0	0.040	inf	0	1.00E+00	1.00E+00	no	inf	No
Defb30	Defb30	Defb30	73670	defensin beta 30	chr14:63034086-63037846	pomc	nonpomc	NOTEST	0	0.191	inf	0	1.00E+00	1.00E+00	no	inf	No
4930545H06Rik	4930545H06Rik	4930545H06Rik	75148	RIKEN cDNA 4930545H06 gene	chr10:68319064-68321142	pomc	nonpomc	NOTEST	0	0.031	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr985	Olfr985	Olfr985	258854	olfactory receptor 985	chr9:40126923-40128039	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Serpinb12	Serpinb12	Serpinb12	71869	"serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 12"	chr1:106934448-106957080	pomc	nonpomc	NOTEST	0	0.029	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr99	Olfr99	Olfr99	258508	olfactory receptor 99	chr17:37279500-37280418	pomc	nonpomc	NOTEST	0	0.110	inf	0	1.00E+00	1.00E+00	no	inf	No
Vmn2r9	Vmn2r9	Vmn2r9	435864	"vomeronasal 2, receptor 9"	chr5:108842946-108852510	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
Ly6c2	Ly6c2	Ly6c2	100041546	"lymphocyte antigen 6 complex, locus C2"	chr15:75108160-75111949	pomc	nonpomc	NOTEST	0	0.019	inf	0	1.00E+00	1.00E+00	no	inf	No
H2-Oa	H2-Oa	H2-Oa	15001	"histocompatibility 2, O region alpha locus"	chr17:34083842-34095309	pomc	nonpomc	NOTEST	0	0.122	inf	0	1.00E+00	1.00E+00	no	inf	No
Hao1	Hao1	Hao1	15112	"hydroxyacid oxidase 1, liver"	chr2:134497360-134554352	pomc	nonpomc	NOTEST	0	0.082	inf	0	1.00E+00	1.00E+00	no	inf	No
Irg1	Irg1	Irg1	.	.	chr14:103047011-103056573	pomc	nonpomc	NOTEST	0	0.020	inf	0	1.00E+00	1.00E+00	no	inf	No
Mc2r	Mc2r	Mc2r	17200	melanocortin 2 receptor	chr18:68406906-68429259	pomc	nonpomc	NOTEST	0	0.029	inf	0	1.00E+00	1.00E+00	no	inf	No
Smgc	Smgc	Smgc	223809	submandibular gland protein C	chr15:91838325-91934555	pomc	nonpomc	NOTEST	0	0.005	inf	0	1.00E+00	1.00E+00	no	inf	No
Saa2	Saa2	Saa2	20209	serum amyloid A 2	chr7:46751832-46754314	pomc	nonpomc	NOTEST	0	0.138	inf	0	1.00E+00	1.00E+00	no	inf	No
Saa1	Saa1	Saa1	20208	serum amyloid A 1	chr7:46740498-46742980	pomc	nonpomc	NOTEST	0	0.060	inf	0	1.00E+00	1.00E+00	no	inf	No
Foxi2	Foxi2	Foxi2	270004	forkhead box I2	chr7:135410366-135413615	pomc	nonpomc	NOTEST	0	0.043	inf	0	1.00E+00	1.00E+00	no	inf	No
Foxi3	Foxi3	Foxi3	232077	forkhead box I3	chr6:70956605-70961066	pomc	nonpomc	NOTEST	0	0.006	inf	0	1.00E+00	1.00E+00	no	inf	No
Clps	Clps	Clps	109791	"colipase, pancreatic"	chr17:28558213-28560714	pomc	nonpomc	NOTEST	0	0.026	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr921	Olfr921	Olfr921	258778	olfactory receptor 921	chr9:38773087-38776354	pomc	nonpomc	NOTEST	0	0.030	inf	0	1.00E+00	1.00E+00	no	inf	No
S100z	S100z	S100z	268686	"S100 calcium binding protein, zeta"	chr13:95477300-95478655	pomc	nonpomc	NOTEST	0	0.056	inf	0	1.00E+00	1.00E+00	no	inf	No
E030044B06Rik	E030044B06Rik	E030044B06Rik	381223	RIKEN cDNA E030044B06 gene	chr19:40868315-40882639	pomc	nonpomc	NOTEST	0	0.019	inf	0	1.00E+00	1.00E+00	no	inf	No
Clec4b1	Clec4b1	Clec4b1	69810	"C-type lectin domain family 4, member b1"	chr6:123049961-123071555	pomc	nonpomc	NOTEST	0	0.037	inf	0	1.00E+00	1.00E+00	no	inf	No
Saa3	Saa3	Saa3	20210	serum amyloid A 3	chr7:46711997-46715676	pomc	nonpomc	NOTEST	0	0.059	inf	0	1.00E+00	1.00E+00	no	inf	No
H2afb1	H2afb1	H2afb1	68231	"H2A histone family, member B1"	chr2:17996421-17996946	pomc	nonpomc	NOTEST	0	0.038	inf	0	1.00E+00	1.00E+00	no	inf	No
Spatc1	Spatc1	Spatc1	74281	spermatogenesis and centriole associated 1	chr15:76266786-76292572	pomc	nonpomc	NOTEST	0	0.027	inf	0	1.00E+00	1.00E+00	no	inf	No
Clec4a4	Clec4a4	Clec4a4	474145	"C-type lectin domain family 4, member a4"	chr6:122990366-123024421	pomc	nonpomc	NOTEST	0	0.007	inf	0	1.00E+00	1.00E+00	no	inf	No
S100a2	S100a2	S100a2	628324	S100 calcium binding protein A2	chr3:90590246-90591508	pomc	nonpomc	NOTEST	0	0.216	inf	0	1.00E+00	1.00E+00	no	inf	No
Foxd3	Foxd3	Foxd3	15221	forkhead box D3	chr4:99656298-99658671	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
9030619P08Rik	9030619P08Rik	9030619P08Rik	105892	lymphocyte antigen 6 complex pseudogene	chr15:75427605-75431829	pomc	nonpomc	NOTEST	0	0.011	inf	0	1.00E+00	1.00E+00	no	inf	No
Adh4	Adh4	Adh4	26876	"alcohol dehydrogenase 4 (class II), pi polypeptide"	chr3:138415496-138430892	pomc	nonpomc	NOTEST	0	0.022	inf	0	1.00E+00	1.00E+00	no	inf	No
Mbl2	Mbl2	Mbl2	17195	mannose-binding lectin (protein C) 2	chr19:30232956-30239682	pomc	nonpomc	NOTEST	0	0.096	inf	0	1.00E+00	1.00E+00	no	inf	No
Adig	Adig	Adig	246747	adipogenin	chr2:158502611-158508198	pomc	nonpomc	NOTEST	0	0.017	inf	0	1.00E+00	1.00E+00	no	inf	No
Adm2	Adm2	Adm2	223780	adrenomedullin 2	chr15:89322971-89324730	pomc	nonpomc	NOTEST	0	0.018	inf	0	1.00E+00	1.00E+00	no	inf	No
4930474M22Rik	4930474M22Rik	4930474M22Rik	74917	RIKEN cDNA 4930474M22 gene	chr17:14279505-14404790	pomc	nonpomc	NOTEST	0	0.015	inf	0	1.00E+00	1.00E+00	no	inf	No
Irx4	Irx4	Irx4	50916	Iroquois related homeobox 4 (Drosophila)	chr13:73260496-73269620	pomc	nonpomc	NOTEST	0	0.014	inf	0	1.00E+00	1.00E+00	no	inf	No
Lypd5	Lypd5	Lypd5	76942	Ly6/Plaur domain containing 5	chr7:24349223-24353833	pomc	nonpomc	NOTEST	0	0.008	inf	0	1.00E+00	1.00E+00	no	inf	No
Klrd1	Klrd1	Klrd1	16643	"killer cell lectin-like receptor, subfamily D, member 1"	chr6:129591810-129598775	pomc	nonpomc	NOTEST	0	0.036	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr96	Olfr96	Olfr96	258507	olfactory receptor 96	chr17:37225126-37226068	pomc	nonpomc	NOTEST	0	0.022	inf	0	1.00E+00	1.00E+00	no	inf	No
Krt13	Krt13	Krt13	16663	keratin 13	chr11:100117595-100121495	pomc	nonpomc	NOTEST	0	0.012	inf	0	1.00E+00	1.00E+00	no	inf	No
Samt3	Samt3	Samt3	73495	spermatogenesis associated multipass transmembrane protein 3	chrX:86044198-86047313	pomc	nonpomc	NOTEST	0	0.008	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr875	Olfr875	Olfr875	258744	olfactory receptor 875	chr9:37772636-37773640	pomc	nonpomc	NOTEST	0	0.019	inf	0	1.00E+00	1.00E+00	no	inf	No
Vpreb1	Vpreb1	Vpreb1	22362	pre-B lymphocyte gene 1	chr16:16868400-16869255	pomc	nonpomc	NOTEST	0	0.030	inf	0	1.00E+00	1.00E+00	no	inf	No
Cpn2	Cpn2	Cpn2	71756	"carboxypeptidase N, polypeptide 2"	chr16:30256378-30267532	pomc	nonpomc	NOTEST	0	0.008	inf	0	1.00E+00	1.00E+00	no	inf	No
Spesp1	Spesp1	Spesp1	66712	sperm equatorial segment protein 1	chr9:62270728-62282179	pomc	nonpomc	NOTEST	0	0.012	inf	0	1.00E+00	1.00E+00	no	inf	No
Orm1	Orm1	Orm1	18405	orosomucoid 1	chr4:63344565-63348162	pomc	nonpomc	NOTEST	0	0.026	inf	0	1.00E+00	1.00E+00	no	inf	No
Has2as	Has2as	Has2as	.	.	chr15:56665626-56694546	pomc	nonpomc	NOTEST	0	0.193	inf	0	1.00E+00	1.00E+00	no	inf	No
Serpina3b	Serpina3b	Serpina3b	271047	"serine (or cysteine) peptidase inhibitor, clade A, member 3B"	chr12:104127995-104139545	pomc	nonpomc	NOTEST	0	0.006	inf	0	1.00E+00	1.00E+00	no	inf	No
Fmr1nb	Fmr1nb	Fmr1nb	207854	fragile X mental retardation 1 neighbor	chrX:68761838-68804560	pomc	nonpomc	NOTEST	0	0.034	inf	0	1.00E+00	1.00E+00	no	inf	No
Vmn2r16	Vmn2r16	Vmn2r16	384220	"vomeronasal 2, receptor 16"	chr5:109330380-109364481	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Krt31	Krt31	Krt31	16660	keratin 31	chr11:100046645-100050551	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Krt32	Krt32	Krt32	16670	keratin 32	chr11:100080847-100088226	pomc	nonpomc	NOTEST	0	0.017	inf	0	1.00E+00	1.00E+00	no	inf	No
Fmo9	Fmo9	Fmo9	240894	flavin containing monooxygenase 9	chr1:166662054-166681845	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
Krt33b	Krt33b	Krt33b	16671	keratin 33B	chr11:100023633-100029868	pomc	nonpomc	NOTEST	0	0.023	inf	0	1.00E+00	1.00E+00	no	inf	No
8430436N08Rik	8430436N08Rik	8430436N08Rik	71510	RIKEN cDNA 8430436N08 gene	chr4:7560687-7573801	pomc	nonpomc	NOTEST	0	0.014	inf	0	1.00E+00	1.00E+00	no	inf	No
Guca2b	Guca2b	Guca2b	14916	guanylate cyclase activator 2b (retina)	chr4:119656602-119658945	pomc	nonpomc	NOTEST	0	0.014	inf	0	1.00E+00	1.00E+00	no	inf	No
Guca1b	Guca1b	Guca1b	107477	guanylate cyclase activator 1B	chr17:47385392-47392967	pomc	nonpomc	NOTEST	0	0.071	inf	0	1.00E+00	1.00E+00	no	inf	No
Uroc1	Uroc1	Uroc1	243537	urocanase domain containing 1	chr6:90333288-90364548	pomc	nonpomc	NOTEST	0	0.042	inf	0	1.00E+00	1.00E+00	no	inf	No
Gtsf1l	Gtsf1l	Gtsf1l	68236	gametocyte specific factor 1-like	chr2:163087030-163089601	pomc	nonpomc	NOTEST	0	0.028	inf	0	1.00E+00	1.00E+00	no	inf	No
Gtsf1	Gtsf1	Gtsf1	74174	gametocyte specific factor 1	chr15:103402458-103430427	pomc	nonpomc	NOTEST	0	0.027	inf	0	1.00E+00	1.00E+00	no	inf	No
Havcr1	Havcr1	Havcr1	171283	hepatitis A virus cellular receptor 1	chr11:46740222-46779578	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Cdx4	Cdx4	Cdx4	12592	caudal type homeobox 4	chrX:103321397-103330224	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Vmn2r53	Vmn2r53	Vmn2r53	637908	"vomeronasal 2, receptor 53"	chr7:12581469-12606544	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
4930550L24Rik	4930550L24Rik	4930550L24Rik	75352	RIKEN cDNA 4930550L24 gene	chrX:58911460-58920304	pomc	nonpomc	NOTEST	0	0.030	inf	0	1.00E+00	1.00E+00	no	inf	No
9130015L21Rik	9130015L21Rik	9130015L21Rik	71613	RIKEN cDNA 9130015L21 gene	chr2:160016652-160040620	pomc	nonpomc	NOTEST	0	0.021	inf	0	1.00E+00	1.00E+00	no	inf	No
Krt35	Krt35	Krt35	53617	keratin 35	chr11:100092191-100096224	pomc	nonpomc	NOTEST	0	0.017	inf	0	1.00E+00	1.00E+00	no	inf	No
Defb43	Defb43	Defb43	654458	defensin beta 43	chr14:63011770-63018088	pomc	nonpomc	NOTEST	0	0.037	inf	0	1.00E+00	1.00E+00	no	inf	No
E330012B07Rik	E330012B07Rik	E330012B07Rik	100039641	RIKEN cDNA E330012B07 gene	chr6:147180240-147208294	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
Spem1	Spem1	Spem1	74288	sperm maturation 1	chr11:69820870-69822165	pomc	nonpomc	NOTEST	0	0.071	inf	0	1.00E+00	1.00E+00	no	inf	No
Vmn2r15	Vmn2r15	Vmn2r15	211223	"vomeronasal 2, receptor 15"	chr5:109286268-109297556	pomc	nonpomc	NOTEST	0	0.005	inf	0	1.00E+00	1.00E+00	no	inf	No
Aicda	Aicda	Aicda	11628	activation-induced cytidine deaminase	chr6:122553808-122564180	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Clrn2	Clrn2	Clrn2	624224	clarin 2	chr5:45453750-45464149	pomc	nonpomc	NOTEST	0	0.101	inf	0	1.00E+00	1.00E+00	no	inf	No
Fshr	Fshr	Fshr	14309	follicle stimulating hormone receptor	chr17:88984951-89200675	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
Serpinb10-ps	Serpinb10-ps	Serpinb10-ps	.	.	chr1:107529002-107549271	pomc	nonpomc	NOTEST	0	0.006	inf	0	1.00E+00	1.00E+00	no	inf	No
Slco6b1	Slco6b1	Slco6b1	67854	"solute carrier organic anion transporter family, member 6b1"	chr1:96906175-96997560	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Chrna9	Chrna9	Chrna9	231252	"cholinergic receptor, nicotinic, alpha polypeptide 9"	chr5:65967123-65977486	pomc	nonpomc	NOTEST	0	0.012	inf	0	1.00E+00	1.00E+00	no	inf	No
Mcoln3	Mcoln3	Mcoln3	171166	mucolipin 3	chr3:146121790-146140646	pomc	nonpomc	NOTEST	0	0.015	inf	0	1.00E+00	1.00E+00	no	inf	No
Fam46d	Fam46d	Fam46d	213449	"family with sequence similarity 46, member D"	chrX:107816571-107872909	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Mcpt4	Mcpt4	Mcpt4	17227	mast cell protease 4	chr14:56059743-56062310	pomc	nonpomc	NOTEST	0	0.027	inf	0	1.00E+00	1.00E+00	no	inf	No
Agr3	Agr3	Agr3	403205	anterior gradient 3	chr12:35925620-35949730	pomc	nonpomc	NOTEST	0	0.020	inf	0	1.00E+00	1.00E+00	no	inf	No
Spata22	Spata22	Spata22	380709	spermatogenesis associated 22	chr11:73329740-73346044	pomc	nonpomc	NOTEST	0	0.037	inf	0	1.00E+00	1.00E+00	no	inf	No
Folr4	Folr4	Folr4	.	.	chr9:14885813-14903951	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
Serpinb7	Serpinb7	Serpinb7	116872	"serine (or cysteine) peptidase inhibitor, clade B, member 7"	chr1:107422688-107452689	pomc	nonpomc	NOTEST	0	0.024	inf	0	1.00E+00	1.00E+00	no	inf	No
Spink13	Spink13	Spink13	100038417	"serine peptidase inhibitor, Kazal type 13"	chr18:62548910-62741387	pomc	nonpomc	NOTEST	0	0.181	inf	0	1.00E+00	1.00E+00	no	inf	No
Slco1a6	Slco1a6	Slco1a6	28254	"solute carrier organic anion transporter family, member 1a6"	chr6:142085767-142186149	pomc	nonpomc	NOTEST	0	0.016	inf	0	1.00E+00	1.00E+00	no	inf	No
Gzmc	Gzmc	Gzmc	14940	granzyme C	chr14:56231400-56234656	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Gzmb	Gzmb	Gzmb	14939	granzyme B	chr14:56258857-56262260	pomc	nonpomc	NOTEST	0	0.005	inf	0	1.00E+00	1.00E+00	no	inf	No
Mat1a	Mat1a	Mat1a	11720	"methionine adenosyltransferase I, alpha"	chr14:41105380-41124412	pomc	nonpomc	NOTEST	0	0.027	inf	0	1.00E+00	1.00E+00	no	inf	No
Nlrp9b	Nlrp9b	Nlrp9b	243874	"NLR family, pyrin domain containing 9B"	chr7:20008022-20062938	pomc	nonpomc	NOTEST	0	0.006	inf	0	1.00E+00	1.00E+00	no	inf	No
Hist1h2ag	Hist1h2ag	Hist1h2ag	319167	"histone cluster 1, H2ag"	chr13:22042476-22042949	pomc	nonpomc	NOTEST	0	0.037	inf	0	1.00E+00	1.00E+00	no	inf	No
Mos	Mos	Mos	17451	Moloney sarcoma oncogene	chr4:3870657-3872105	pomc	nonpomc	NOTEST	0	0.033	inf	0	1.00E+00	1.00E+00	no	inf	No
Fam3b	Fam3b	Fam3b	52793	"family with sequence similarity 3, member B"	chr16:97471085-97504936	pomc	nonpomc	NOTEST	0	0.031	inf	0	1.00E+00	1.00E+00	no	inf	No
Spata16	Spata16	Spata16	70862	spermatogenesis associated 16	chr3:26637630-26983212	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
A530032D15Rik	A530032D15Rik	A530032D15Rik	381287	RIKEN cDNA A530032D15Rik gene	chr1:85088138-85109853	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
Fnd3c2	Fnd3c2	Fnd3c2	331491	fibronectin type III domain containing 3C2	chrX:106235245-106255372	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
Vnn3	Vnn3	Vnn3	26464	vanin 3	chr10:23851461-23869843	pomc	nonpomc	NOTEST	0	0.020	inf	0	1.00E+00	1.00E+00	no	inf	No
Fam25c	Fam25c	Fam25c	69134	"family with sequence similarity 25, member C"	chr14:34351881-34355393	pomc	nonpomc	NOTEST	0	0.257	inf	0	1.00E+00	1.00E+00	no	inf	No
Snai3	Snai3	Snai3	30927	snail family zinc finger 3	chr8:122454205-122460692	pomc	nonpomc	NOTEST	0	0.057	inf	0	1.00E+00	1.00E+00	no	inf	No
Csf3	Csf3	Csf3	12985	colony stimulating factor 3 (granulocyte)	chr11:98701312-98703629	pomc	nonpomc	NOTEST	0	0.006	inf	0	1.00E+00	1.00E+00	no	inf	No
Cnga1	Cnga1	Cnga1	12788	cyclic nucleotide gated channel alpha 1	chr5:72603696-72642752	pomc	nonpomc	NOTEST	0	0.005	inf	0	1.00E+00	1.00E+00	no	inf	No
Gcgr	Gcgr	Gcgr	14527	glucagon receptor	chr11:120530726-120538984	pomc	nonpomc	NOTEST	0	0.009	inf	0	1.00E+00	1.00E+00	no	inf	No
Gjb3	Gjb3	Gjb3	14620	"gap junction protein, beta 3"	chr4:127325234-127330836	pomc	nonpomc	NOTEST	0	0.097	inf	0	1.00E+00	1.00E+00	no	inf	No
Ang3	"Ang3,Ang5"	"Ang3,Ang5"	.	.	chr14:43957068-43963080	pomc	nonpomc	NOTEST	0	0.016	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr316	Olfr316	Olfr316	258064	olfactory receptor 316	chr11:58757666-58758587	pomc	nonpomc	NOTEST	0	0.030	inf	0	1.00E+00	1.00E+00	no	inf	No
Fabp9	Fabp9	Fabp9	21884	"fatty acid binding protein 9, testis"	chr3:10193623-10197222	pomc	nonpomc	NOTEST	0	0.019	inf	0	1.00E+00	1.00E+00	no	inf	No
Fbxw24	Fbxw24	Fbxw24	382106	F-box and WD-40 domain protein 24	chr9:109601115-109626059	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
Ang4	Ang4	Ang4	219033	"angiogenin, ribonuclease A family, member 4"	chr14:51763891-51773590	pomc	nonpomc	NOTEST	0	0.030	inf	0	1.00E+00	1.00E+00	no	inf	No
Ang5	Ang5	Ang5	503844	"angiogenin, ribonuclease A family, member 5"	chr14:43957068-43963080	pomc	nonpomc	NOTEST	0	0.001	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr311	Olfr311	Olfr311	258530	olfactory receptor 311	chr11:58841115-58842042	pomc	nonpomc	NOTEST	0	0.010	inf	0	1.00E+00	1.00E+00	no	inf	No
Kcna7	Kcna7	Kcna7	16495	"potassium voltage-gated channel, shaker-related subfamily, member 7"	chr7:45405959-45411382	pomc	nonpomc	NOTEST	0	0.002	inf	0	1.00E+00	1.00E+00	no	inf	No
Ms4a3	Ms4a3	Ms4a3	170813	"membrane-spanning 4-domains, subfamily A, member 3"	chr19:11629496-11640834	pomc	nonpomc	NOTEST	0	0.037	inf	0	1.00E+00	1.00E+00	no	inf	No
Il22	Il22	Il22	50929	interleukin 22	chr10:118204963-118210046	pomc	nonpomc	NOTEST	0	0.046	inf	0	1.00E+00	1.00E+00	no	inf	No
Rergl	Rergl	Rergl	632971	RERG/RAS-like	chr6:139493181-139501909	pomc	nonpomc	NOTEST	0	0.018	inf	0	1.00E+00	1.00E+00	no	inf	No
Gpr142	Gpr142	Gpr142	217302	G protein-coupled receptor 142	chr11:114798923-114806745	pomc	nonpomc	NOTEST	0	0.007	inf	0	1.00E+00	1.00E+00	no	inf	No
Fbxw13	Fbxw13	Fbxw13	211305	F-box and WD-40 domain protein 13	chr9:109179226-109195975	pomc	nonpomc	NOTEST	0	0.033	inf	0	1.00E+00	1.00E+00	no	inf	No
Mrgprh	Mrgprh	Mrgprh	80978	"MAS-related GPR, member H"	chr17:12876033-12877842	pomc	nonpomc	NOTEST	0	0.014	inf	0	1.00E+00	1.00E+00	no	inf	No
1810008I18Rik	1810008I18Rik	1810008I18Rik	100503969	RIKEN cDNA 1810008I18 gene	chr7:65804051-65806223	pomc	nonpomc	NOTEST	0	0.024	inf	0	1.00E+00	1.00E+00	no	inf	No
Utf1	Utf1	Utf1	22286	undifferentiated embryonic cell transcription factor 1	chr7:139943855-139945112	pomc	nonpomc	NOTEST	0	0.037	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr221	Olfr221	Olfr221	258420	olfactory receptor 221	chr14:52035173-52036109	pomc	nonpomc	NOTEST	0	0.029	inf	0	1.00E+00	1.00E+00	no	inf	No
Klra17	Klra17	Klra17	170733	"killer cell lectin-like receptor, subfamily A, member 17"	chr6:129831153-129876672	pomc	nonpomc	NOTEST	0	0.018	inf	0	1.00E+00	1.00E+00	no	inf	No
1810009J06Rik	1810009J06Rik	1810009J06Rik	73626	RIKEN cDNA 1810009J06 gene	chr6:40964771-40968427	pomc	nonpomc	NOTEST	0	0.022	inf	0	1.00E+00	1.00E+00	no	inf	No
9130230L23Rik	9130230L23Rik	9130230L23Rik	231253	RIKEN cDNA 9130230L23 gene	chr5:65987927-66004285	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Sectm1a	Sectm1a	Sectm1a	209588	secreted and transmembrane 1A	chr11:121067402-121081139	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Tlr11	Tlr11	Tlr11	239081	toll-like receptor 11	chr14:50360501-50363663	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Reg4	Reg4	Reg4	67709	"regenerating islet-derived family, member 4"	chr3:98222155-98236748	pomc	nonpomc	NOTEST	0	0.008	inf	0	1.00E+00	1.00E+00	no	inf	No
Cd209g	Cd209g	Cd209g	70192	CD209g antigen	chr8:4134735-4137707	pomc	nonpomc	NOTEST	0	0.038	inf	0	1.00E+00	1.00E+00	no	inf	No
Il18rap	Il18rap	Il18rap	16174	interleukin 18 receptor accessory protein	chr1:40515361-40549297	pomc	nonpomc	NOTEST	0	0.017	inf	0	1.00E+00	1.00E+00	no	inf	No
2900092C05Rik	2900092C05Rik	2900092C05Rik	73090	RIKEN cDNA 2900092C05 gene	chr7:12512550-12556321	pomc	nonpomc	NOTEST	0	0.010	inf	0	1.00E+00	1.00E+00	no	inf	No
Cd200r4	Cd200r4	Cd200r4	239849	CD200 receptor 4	chr16:44820727-44839150	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
5430403N17	5430403N17	5430403N17	.	.	chr8:35864084-35882957	pomc	nonpomc	NOTEST	0	0.003	inf	0	1.00E+00	1.00E+00	no	inf	No
Cd207	Cd207	Cd207	246278	CD207 antigen	chr6:83671206-83677857	pomc	nonpomc	NOTEST	0	0.004	inf	0	1.00E+00	1.00E+00	no	inf	No
Olfr329-ps	Olfr329-ps	Olfr329-ps	259148	"olfactory receptor 329, pseudogene"	chr11:58542446-58544938	pomc	nonpomc	NOTEST	0	0.013	inf	0	1.00E+00	1.00E+00	no	inf	No
3100003L05Rik	3100003L05Rik	3100003L05Rik	73076	RIKEN cDNA 3100003L05 gene	chr7:124625669-124708935	pomc	nonpomc	NOTEST	0	0.029	inf	0	1.00E+00	1.00E+00	no	inf	No
Cd209a	Cd209a	Cd209a	170786	CD209a antigen	chr8:3743394-3748984	pomc	nonpomc	NOTEST	0	0.088	inf	0	1.00E+00	1.00E+00	no	inf	No
Cd300c	Cd300c	Cd300c	387565	CD300C molecule	chr11:114956277-114960417	pomc	nonpomc	NOTEST	0	0.014	inf	0	1.00E+00	1.00E+00	no	inf	No
Camp	Camp	Camp	12796	cathelicidin antimicrobial peptide	chr9:109847376-109849456	pomc	nonpomc	NOTEST	0	0.072	inf	0	1.00E+00	1.00E+00	no	inf	No
Klra33	Klra33	Klra33	.	.	chr6:129972081-130386874	pomc	nonpomc	NOTEST	0	0.007	inf	0	1.00E+00	1.00E+00	no	inf	No
